age,job,marital,education,default,balance,housing,loan,day,month,duration
50,admin.,married,secondary,no,1575,no,no,17,nov,407
50,management,divorced,tertiary,no,201,yes,no,24,jul,248
35,admin.,married,tertiary,no,318,yes,yes,1,oct,142
39,management,single,tertiary,no,1682,yes,no,19,nov,147
29,self-employed,married,tertiary,no,242,yes,no,18,jul,73
34,management,divorced,secondary,no,291,no,no,7,aug,91
31,technician,divorced,secondary,no,304,no,no,2,feb,133
51,housemaid,married,primary,no,108,no,no,16,jun,278
46,blue-collar,married,primary,no,1303,no,no,4,aug,174
27,admin.,single,secondary,no,292,yes,no,12,may,53
61,retired,married,secondary,no,89,no,no,28,oct,154
34,admin.,married,tertiary,no,788,yes,no,5,feb,269
30,blue-collar,single,secondary,no,573,yes,no,12,may,116
58,management,married,tertiary,no,1318,no,no,16,jul,184
30,technician,single,secondary,no,151,no,no,3,feb,276
50,blue-collar,married,primary,no,-37,yes,no,12,may,78
30,blue-collar,single,secondary,no,522,no,no,6,feb,197
43,entrepreneur,married,primary,no,2315,yes,yes,14,may,42
35,services,divorced,secondary,no,-718,yes,no,21,nov,47
36,management,single,tertiary,no,4,yes,no,7,jul,529
46,entrepreneur,married,tertiary,no,-43,no,no,12,may,138
46,admin.,single,secondary,no,596,yes,no,20,apr,138
29,unemployed,single,secondary,no,670,yes,no,26,sep,6
48,blue-collar,married,primary,no,430,no,no,14,may,340
50,management,divorced,tertiary,no,60,no,no,19,aug,255
53,admin.,divorced,secondary,no,0,yes,yes,30,apr,586
38,entrepreneur,married,tertiary,no,678,no,yes,18,nov,82
27,management,married,tertiary,no,159,yes,no,25,jul,295
36,technician,married,secondary,no,1345,yes,no,18,nov,82
48,services,married,primary,no,483,no,no,6,aug,119
59,unknown,married,unknown,no,2443,no,no,20,jun,8
21,student,single,tertiary,no,1258,no,no,7,jul,404
56,retired,divorced,secondary,no,389,yes,no,18,jun,379
57,admin.,divorced,secondary,no,0,no,no,9,sep,121
41,blue-collar,married,secondary,no,2067,yes,no,20,jun,120
36,management,married,tertiary,no,332,yes,no,22,may,566
45,management,married,tertiary,no,80,no,yes,19,nov,157
40,housemaid,married,secondary,no,84,yes,yes,12,jun,230
30,admin.,single,secondary,no,2702,yes,no,24,jul,129
75,retired,divorced,primary,no,37127,no,no,11,feb,505
35,technician,single,tertiary,no,0,yes,no,28,aug,46
58,admin.,married,secondary,no,1813,yes,no,17,jul,15
29,technician,single,secondary,no,1612,yes,no,26,may,375
54,technician,single,secondary,no,198,yes,yes,17,nov,120
28,blue-collar,single,secondary,no,1106,yes,no,17,apr,73
33,student,single,unknown,no,2321,no,no,15,apr,699
56,admin.,married,secondary,no,33,no,yes,19,nov,111
50,management,married,tertiary,no,101,yes,no,15,may,348
37,technician,single,secondary,no,-59,yes,no,22,jul,70
49,services,married,secondary,no,486,yes,yes,30,may,43
54,retired,married,primary,no,136,yes,no,3,apr,352
40,management,married,tertiary,no,193,no,no,18,aug,105
33,technician,married,secondary,no,5083,no,no,27,oct,161
48,management,married,unknown,no,0,yes,no,8,may,612
43,management,married,tertiary,no,8,no,no,11,aug,95
35,blue-collar,single,primary,no,21,yes,no,27,may,129
55,technician,married,secondary,no,570,no,no,27,aug,94
33,management,married,tertiary,no,644,yes,yes,3,feb,124
41,technician,single,tertiary,no,1104,no,no,9,jun,352
57,blue-collar,married,secondary,no,6004,yes,no,12,aug,157
50,self-employed,married,tertiary,no,1503,no,no,27,aug,128
63,technician,married,secondary,no,896,yes,no,28,jan,115
33,technician,single,secondary,no,177,yes,no,23,may,293
47,blue-collar,married,secondary,no,665,no,no,18,aug,885
36,services,married,secondary,no,380,yes,no,20,may,26
23,student,single,secondary,no,151,yes,no,9,may,97
33,technician,single,tertiary,no,179,yes,no,18,nov,432
36,management,married,tertiary,no,4,no,yes,29,jul,261
47,blue-collar,married,secondary,no,116,yes,no,8,may,376
39,management,married,tertiary,no,0,no,no,28,aug,93
44,blue-collar,divorced,primary,no,-57,yes,no,7,may,234
60,retired,married,primary,no,894,yes,no,15,may,65
42,management,married,tertiary,no,478,no,yes,8,jul,165
32,technician,single,secondary,no,10,no,no,19,aug,190
33,admin.,married,secondary,no,30,yes,no,5,may,125
37,management,married,tertiary,no,578,yes,no,8,aug,401
33,management,single,tertiary,no,2360,yes,no,20,nov,268
59,retired,married,primary,no,-47,yes,no,27,aug,84
42,technician,married,tertiary,no,-805,no,no,8,aug,103
59,management,married,tertiary,yes,782,no,yes,13,aug,127
31,technician,single,secondary,no,1282,no,no,12,may,144
50,self-employed,single,secondary,no,766,yes,no,7,may,253
29,blue-collar,single,secondary,no,348,yes,no,9,may,185
36,entrepreneur,single,secondary,no,296,no,no,18,nov,67
33,services,married,primary,no,908,yes,yes,14,jul,184
38,admin.,divorced,secondary,no,0,no,no,5,jun,56
33,management,single,tertiary,no,5276,no,no,4,nov,572
36,entrepreneur,single,tertiary,no,658,yes,no,16,jun,61
36,management,single,tertiary,no,1089,yes,no,30,may,126
44,admin.,married,secondary,no,1042,yes,no,18,may,136
29,blue-collar,married,primary,no,544,no,yes,21,jul,121
44,blue-collar,married,primary,no,134,yes,no,7,may,378
55,management,married,tertiary,no,73,yes,no,5,may,142
38,blue-collar,single,secondary,no,13156,yes,no,17,apr,291
39,management,divorced,tertiary,no,30,no,yes,3,feb,265
45,blue-collar,married,primary,no,-66,yes,no,6,may,263
36,management,single,tertiary,no,1373,yes,no,20,may,144
36,management,married,tertiary,no,8564,yes,no,23,may,125
59,retired,divorced,primary,no,81,yes,no,5,may,107
41,admin.,married,tertiary,no,5426,yes,no,14,may,149
29,self-employed,single,tertiary,no,16,yes,no,6,may,43
50,management,single,tertiary,no,297,yes,no,5,may,119
51,blue-collar,divorced,secondary,no,734,yes,yes,5,may,17
29,management,single,tertiary,no,1514,yes,no,5,may,363
40,technician,single,secondary,no,153,no,no,7,aug,125
36,student,married,primary,no,3503,no,no,6,jun,31
49,technician,married,secondary,no,-849,yes,yes,27,may,197
45,technician,married,secondary,no,1441,yes,no,18,nov,93
40,management,married,tertiary,no,2487,no,no,30,apr,126
31,management,married,tertiary,no,927,no,no,18,aug,100
32,entrepreneur,married,tertiary,no,598,no,no,18,aug,135
44,admin.,married,secondary,no,345,yes,no,16,jul,208
27,blue-collar,married,secondary,no,197,no,no,23,jul,222
25,admin.,single,tertiary,no,220,no,no,26,may,68
56,services,married,secondary,no,9,no,yes,20,aug,285
59,retired,married,secondary,no,5678,yes,no,14,may,238
31,management,single,tertiary,no,0,no,no,25,aug,9
49,admin.,divorced,secondary,no,169,yes,no,30,may,447
50,blue-collar,divorced,primary,no,388,no,no,5,feb,701
42,unknown,single,unknown,yes,61,no,no,20,jun,115
37,management,married,tertiary,no,7100,no,no,20,nov,757
36,blue-collar,single,secondary,no,219,yes,yes,11,may,270
53,blue-collar,married,secondary,no,-76,no,no,29,jan,173
51,blue-collar,married,unknown,no,1432,no,no,9,jul,388
42,blue-collar,married,secondary,no,879,yes,no,18,nov,140
47,housemaid,married,primary,no,0,yes,no,24,jul,193
40,self-employed,married,tertiary,no,1498,no,no,4,feb,62
25,blue-collar,single,secondary,no,543,yes,no,15,may,302
36,blue-collar,married,secondary,no,1797,yes,yes,17,nov,166
80,retired,married,primary,no,2994,no,no,6,aug,320
60,self-employed,married,secondary,no,1690,no,no,28,aug,64
51,management,married,secondary,no,1573,no,no,28,aug,72
59,housemaid,married,tertiary,no,0,no,yes,29,jul,376
80,retired,married,secondary,no,173,no,no,2,aug,87
47,admin.,married,unknown,no,989,no,no,19,jun,116
36,services,married,secondary,no,335,yes,no,9,may,339
31,blue-collar,single,unknown,yes,17,yes,no,6,may,72
33,technician,married,secondary,no,-74,yes,no,25,jul,198
45,services,married,unknown,no,8319,no,no,15,jun,75
33,blue-collar,single,secondary,no,15341,no,no,20,apr,335
51,technician,married,secondary,no,52,no,no,13,aug,114
51,unemployed,divorced,secondary,no,-56,yes,no,19,nov,544
48,blue-collar,married,primary,no,1670,no,no,17,jun,145
34,technician,single,tertiary,no,370,no,no,11,aug,116
28,management,single,tertiary,no,466,yes,no,23,jul,170
33,technician,single,secondary,no,2583,no,no,25,may,241
36,services,married,secondary,no,1177,yes,yes,3,feb,50
40,self-employed,married,secondary,no,311,yes,no,20,may,723
34,entrepreneur,married,tertiary,no,842,yes,no,6,may,141
31,technician,single,tertiary,no,2744,yes,no,8,aug,309
49,technician,married,tertiary,no,503,no,no,1,jul,297
35,management,single,tertiary,no,62,yes,no,5,may,214
38,management,single,tertiary,no,4841,no,no,22,may,580
32,technician,married,secondary,no,253,yes,no,21,nov,76
33,blue-collar,married,secondary,no,842,no,no,29,aug,111
39,admin.,married,unknown,no,378,no,no,20,jun,17
30,services,married,secondary,no,637,yes,no,15,may,69
53,admin.,divorced,secondary,no,-372,yes,no,26,may,104
24,technician,single,secondary,no,135,yes,yes,18,may,250
52,entrepreneur,divorced,secondary,no,7,no,no,24,jul,150
27,management,single,tertiary,no,446,no,no,23,jun,205
36,admin.,single,secondary,no,1328,no,no,30,jul,69
29,admin.,married,secondary,no,252,yes,no,15,may,1223
47,blue-collar,married,secondary,no,125,no,no,8,jul,210
43,blue-collar,married,secondary,no,1324,yes,no,12,may,179
48,management,divorced,tertiary,no,-244,yes,no,5,may,253
57,entrepreneur,married,unknown,no,657,no,no,12,jun,344
25,management,single,tertiary,no,2140,no,no,1,oct,81
43,services,divorced,secondary,no,5571,no,no,9,jun,149
50,technician,married,secondary,no,103,yes,no,12,may,79
54,technician,divorced,tertiary,no,2133,no,no,18,nov,176
38,services,married,secondary,no,8876,no,no,19,nov,636
41,housemaid,divorced,primary,no,22,yes,no,18,nov,238
35,admin.,married,secondary,no,3854,yes,no,5,may,131
33,management,married,tertiary,no,32,no,no,29,aug,27
51,technician,married,secondary,no,337,yes,no,20,aug,687
29,blue-collar,single,secondary,no,228,no,no,5,feb,355
34,blue-collar,divorced,secondary,no,1125,yes,yes,19,nov,141
51,management,married,tertiary,no,1612,yes,no,18,nov,61
58,housemaid,married,primary,no,1310,yes,yes,22,jul,1226
50,services,divorced,secondary,yes,-210,no,yes,21,aug,153
38,housemaid,married,secondary,no,0,yes,no,23,jul,157
57,entrepreneur,married,unknown,no,975,yes,yes,22,jul,236
49,services,married,tertiary,no,306,yes,no,18,aug,285
42,blue-collar,married,primary,no,170,yes,no,19,may,51
33,technician,single,tertiary,no,154,no,no,18,mar,159
34,self-employed,married,tertiary,no,1972,yes,no,23,jul,61
36,admin.,single,tertiary,no,994,no,no,13,aug,185
60,retired,divorced,tertiary,no,380,no,no,21,jul,219
37,services,single,secondary,no,54,yes,no,10,jul,118
41,blue-collar,married,primary,no,512,yes,no,6,may,233
36,management,single,tertiary,no,1027,yes,no,4,jun,151
56,unemployed,divorced,primary,no,1770,no,no,5,feb,916
34,management,married,tertiary,no,13,yes,no,30,jul,99
33,unemployed,married,secondary,no,438,yes,yes,21,may,129
29,blue-collar,married,secondary,no,162,yes,no,15,jul,126
43,management,married,tertiary,no,-183,no,no,24,jul,65
29,management,single,unknown,no,698,no,no,8,feb,186
36,admin.,married,secondary,no,165,yes,no,23,may,456
33,technician,single,secondary,no,3499,yes,no,11,may,143
39,management,married,tertiary,no,378,yes,yes,5,may,127
26,technician,single,secondary,no,855,yes,no,28,may,87
41,technician,single,secondary,no,32,yes,no,7,may,162
36,unemployed,divorced,primary,no,0,no,no,4,jul,304
31,management,single,tertiary,no,0,no,no,25,aug,191
34,blue-collar,married,secondary,no,2994,yes,no,15,may,358
28,blue-collar,married,secondary,no,1238,yes,no,14,may,246
47,services,married,secondary,no,1717,no,no,20,aug,216
41,admin.,single,secondary,no,224,yes,no,12,may,22
39,technician,single,secondary,no,1048,yes,yes,8,apr,201
53,admin.,divorced,secondary,no,592,yes,no,13,may,151
45,self-employed,married,secondary,no,396,no,no,28,aug,238
30,services,single,secondary,no,268,no,no,24,jul,86
39,services,married,secondary,no,0,yes,no,8,may,503
30,self-employed,single,secondary,no,5223,no,no,14,oct,404
32,admin.,divorced,secondary,no,1611,yes,yes,13,may,93
66,retired,married,secondary,no,780,no,no,12,feb,388
26,blue-collar,married,primary,no,399,yes,no,22,jul,1288
30,services,single,secondary,no,1649,yes,no,23,may,206
42,services,single,unknown,no,974,no,no,30,jul,73
44,management,married,tertiary,no,22,yes,no,6,aug,265
38,services,married,secondary,no,507,yes,no,17,apr,55
31,technician,divorced,secondary,no,10787,yes,no,4,jun,135
34,technician,married,secondary,no,-259,yes,no,27,may,124
42,blue-collar,married,secondary,no,414,yes,no,17,apr,400
34,admin.,divorced,secondary,no,67,yes,no,6,may,90
31,blue-collar,single,tertiary,no,328,yes,no,14,may,414
30,technician,married,secondary,no,4,yes,no,8,may,17
31,management,single,tertiary,no,471,no,no,29,aug,153
47,blue-collar,married,primary,no,3038,yes,no,14,jul,151
52,blue-collar,married,secondary,no,2276,no,no,20,jun,83
31,blue-collar,married,primary,no,-848,yes,no,23,may,559
51,admin.,married,secondary,no,2662,no,no,28,jan,148
48,services,married,secondary,no,2597,yes,no,6,may,182
47,blue-collar,married,primary,no,550,yes,no,7,may,113
55,retired,married,tertiary,no,357,yes,no,30,apr,878
58,entrepreneur,married,primary,no,1153,yes,yes,12,may,206
74,retired,married,tertiary,no,4912,no,no,21,oct,129
30,technician,single,secondary,no,194,no,yes,27,aug,60
40,management,married,tertiary,yes,0,no,no,28,jul,165
50,blue-collar,married,primary,no,565,yes,yes,28,aug,36
36,management,divorced,tertiary,no,649,no,no,16,jul,237
26,admin.,divorced,secondary,no,-45,yes,no,4,jun,357
30,admin.,married,secondary,no,1310,no,no,27,oct,3284
34,blue-collar,married,secondary,no,2308,yes,no,7,may,1062
53,unemployed,single,secondary,no,4,no,no,30,jul,259
42,blue-collar,married,secondary,no,1297,yes,no,3,apr,697
33,management,married,tertiary,no,1808,yes,no,4,jun,99
35,unemployed,married,secondary,no,2080,yes,no,14,apr,266
33,services,married,secondary,no,5034,yes,no,8,may,207
41,admin.,divorced,secondary,no,322,yes,no,6,may,87
40,blue-collar,married,secondary,no,679,yes,no,17,apr,642
32,management,single,tertiary,no,1742,no,no,5,jun,231
54,management,married,tertiary,no,154,no,no,9,may,155
31,unemployed,single,tertiary,no,140,yes,no,7,may,11
35,services,married,secondary,no,377,no,yes,31,jul,30
47,services,single,secondary,no,3644,no,no,9,jun,83
48,blue-collar,married,primary,yes,-50,yes,no,14,may,212
50,management,married,tertiary,no,453,no,yes,4,jul,608
33,blue-collar,single,secondary,no,45,no,no,20,jun,13
40,blue-collar,married,primary,no,46,yes,no,6,may,119
60,retired,married,secondary,no,2060,no,no,29,jun,135
68,retired,married,secondary,no,1316,no,no,4,mar,92
54,blue-collar,married,unknown,no,-361,yes,no,26,may,227
30,management,single,tertiary,no,349,no,no,12,aug,180
42,blue-collar,single,primary,no,-68,yes,yes,26,may,167
57,retired,married,unknown,no,-157,no,no,28,aug,31
28,management,single,tertiary,no,320,yes,no,30,apr,239
55,management,married,tertiary,no,86,no,no,16,jun,64
42,blue-collar,married,secondary,no,681,yes,no,18,nov,203
49,housemaid,married,primary,no,0,yes,no,25,jul,42
41,management,divorced,tertiary,no,4567,yes,yes,16,jul,106
31,technician,single,secondary,no,40,no,no,7,aug,123
33,blue-collar,single,secondary,no,706,yes,no,7,apr,329
55,admin.,married,secondary,no,420,yes,no,30,may,41
34,technician,single,tertiary,no,0,yes,no,17,apr,158
38,entrepreneur,married,secondary,no,65,no,no,5,feb,173
46,blue-collar,married,secondary,no,-27,yes,no,11,may,254
49,services,single,primary,no,114,yes,no,7,may,99
44,technician,single,tertiary,no,678,no,no,3,feb,111
57,technician,divorced,secondary,no,3105,yes,no,14,may,173
44,housemaid,married,secondary,no,281,yes,no,8,may,604
42,self-employed,married,tertiary,no,1932,yes,no,16,may,192
37,management,divorced,tertiary,no,481,yes,no,19,aug,97
42,blue-collar,single,primary,no,156,yes,no,15,may,7
33,blue-collar,married,secondary,no,0,yes,yes,31,jul,16
31,blue-collar,married,secondary,no,557,yes,yes,27,may,185
34,admin.,married,secondary,no,1467,yes,no,17,apr,113
26,blue-collar,single,secondary,no,428,no,yes,7,jul,575
42,technician,married,secondary,no,994,yes,no,25,may,365
41,technician,single,secondary,no,769,no,yes,20,nov,222
35,technician,married,tertiary,no,108,yes,no,31,jul,65
26,student,single,unknown,no,19,no,no,30,apr,268
42,management,married,tertiary,no,199,yes,no,9,jul,497
36,blue-collar,married,primary,no,448,yes,no,5,may,286
60,admin.,single,secondary,no,473,no,no,5,feb,175
51,entrepreneur,married,primary,no,726,yes,yes,15,apr,87
32,management,single,tertiary,no,0,no,no,22,aug,148
46,blue-collar,married,secondary,no,536,yes,no,15,may,164
31,blue-collar,single,secondary,no,2194,no,no,13,may,275
42,housemaid,divorced,secondary,no,1406,yes,no,22,jul,178
45,technician,married,secondary,no,44,yes,no,5,may,95
31,management,divorced,tertiary,no,-6,no,yes,22,aug,119
41,technician,divorced,secondary,no,1631,yes,no,12,aug,173
28,blue-collar,single,secondary,no,4054,yes,no,11,may,133
41,technician,divorced,secondary,no,75,no,no,20,aug,351
36,student,single,unknown,no,172,no,no,12,jun,81
